Scheme Name,Scheme Code
UTI Nifty Midcap 150 Exchange Traded Fund,152050
Shriram Multi Asset Allocation Fund - Direct Growth,152051
Shriram Multi Asset Allocation Fund - Regular Growth,152052
DSP Multi Asset Allocation Fund - Regular - Growth,152053
DSP Multi Asset Allocation Fund - Regular - IDCW,152054
DSP Multi Asset Allocation Fund - Direct - IDCW,152055
DSP Multi Asset Allocation Fund - Direct - Growth,152056
HDFC Technology Fund - IDCW Option,152057
HDFC Technology Fund - Growth Option,152058
HDFC Technology Fund - Growth Option - Direct Plan,152059
HDFC Technology Fund - IDCW Option - Direct Plan,152060
NAVI BSE SENSEX INDEX FUND - REGULAR PLAN - GROWTH,152061
NAVI BSE SENSEX INDEX FUND - DIRECT PLAN - GROWTH,152062
Kotak Multi Asset Allocation Fund - Direct Plan - IDCW Option,152063
Kotak Multi Asset Allocation Fund - Direct Plan - Growth Option,152064
Kotak Multi Asset Allocation Fund - Regular Plan - Growth Option,152065
Kotak Multi Asset Allocation Fund - Regular Plan - IDCW Option,152066
quant Teck Fund - Growth Option - Direct Plan,152067
quant Teck Fund - IDCW Option - Direct Plan,152068
quant Teck Fund - IDCW Option - Regular Plan,152069
quant Teck Fund - Growth Option - Regular Plan,152070
WhiteOak Capital Multi Cap Fund Direct Plan Growth,152071
WhiteOak Capital Multi Cap Fund Regular Plan Growth,152072
360 ONE Balanced Hybrid Fund - Direct Plan - IDCW,152073
360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW,152074
360 ONE Balanced Hybrid Fund - Regular Plan - Growth,152075
360 ONE Balanced Hybrid Fund- Direct Plan - Growth,152076
Bajaj Finserv Arbitrage Fund-Direct Plan-Growth,152077
Bajaj Finserv Arbitrage Fund- Regular Plan-Growth,152078
Bajaj Finserv Arbitrage Fund-Regular Plan-IDCW,152079
Bajaj Finserv Arbitrage Fund- Direct Plan-IDCW,152080
HDFC Pharma and Healthcare Fund - IDCW Option - Direct Plan,152081
HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan,152082
HDFC Pharma and Healthcare Fund - IDCW Option,152083
HDFC Pharma and Healthcare Fund - Growth Option,152084
UTI Innovation Fund - Regular Plan - Growth Option,152086
UTI Innovation Fund - Direct Plan - Growth Option,152087
UTI Innovation Fund - Regular Plan - Payout of IDCW Option,152088
UTI Innovation Fund - Direct Plan - Payout of IDCW Option,152089
Motilal Oswal Developed Market Ex US ETFs Fund of Funds Direct Plan Growth,152090
Motilal Oswal Developed Market Ex US ETFs Fund of Funds Regular Plan Growth,152091
Groww Nifty Total Market Index Fund - Direct Plan - Growth,152092
Edelweiss Multi Cap Fund - Direct Plan - IDCW,152093
Edelweiss Multi Cap Fund - Direct Plan - Growth,152094
Edelweiss Multi Cap Fund - Regular Plan - Growth,152095
Edelweiss Multi Cap Fund - Regular Plan - IDCW,152096
Mirae Asset BSE Sensex ETF,152097
Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - Growth,152098
Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - IDCW Payout,152099
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - Growth,152100
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - IDCW Payout,152101
Bandhan Retirement Fund - Direct Plan - Growth,152102
Bandhan Retirement Fund - Regular Plan - Growth,152103
Bandhan Retirement Fund - Direct Plan - IDCW,152104
Bandhan Retirement Fund - Regular Plan - IDCW,152105
Motilal Oswal Nifty 500 ETF,152106
QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,152107
QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION,152108
Parag Parikh Arbitrage Fund - Direct Plan Growth,152109
Parag Parikh Arbitrage Fund - Regular Plan Growth,152110
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Annual IDCW option,152111
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Monthly IDCW Option,152112
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Quarterly IDCW option,152113
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,152114
NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years,152116
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Monthly IDCW option,152119
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Annual IDCW Option,152120
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular Plan - Quarterly IDCW Option,152121
PGIM India Money Market Fund - Segregated Portfolio 1 - Regular plan - Growth option,152122
Groww Nifty Total Market Index Fund - Direct Plan - IDCW,152125
Groww Nifty Total Market Index Fund - Regular Plan - IDCW,152126
Groww Nifty Total Market Index Fund - Regular Plan - Growth,152127
Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,152128
Baroda BNP Paribas Small Cap Fund - Direct Plan - IDCW option,152129
Baroda BNP Paribas Small Cap Fund - Regular Plan - Growth option,152130
Baroda BNP Paribas Small Cap Fund - Regular Plan - IDCW option,152131
WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,152132
WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth,152133
Mirae Asset Nifty 200 Alpha 30 ETF,152134
Helios Flexi Cap Fund - Direct Plan - Growth Option,152135
Helios Flexi Cap Fund - Regular Plan - Growth Option,152136
Helios Flexi Cap Fund - Regular Plan - IDCW Option,152137
Helios Flexi Cap Fund - Direct Plan - IDCW Option,152138
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct IDCW Payout,152139
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Direct Growth,152140
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular Growth,152142
Aditya Birla Sun Life US Treasury 1-3 Year Bond ETFs Fund Of Funds-Regular IDCW,152144
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct IDCW,152145
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular Growth,152147
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Regular IDCW,152149
Aditya Birla Sun Life US Treasury 3-10 Year Bond ETFs Fund Of Funds-Direct Growth,152150
Helios Overnight Fund - Direct Plan - Daily IDCW Option,152151
Helios Overnight Fund - Direct Plan - Growth Option,152152
Helios Overnight Fund - Regular Plan - Growth Option,152153
Helios Overnight Fund - Regular Plan - Daily IDCW Option,152154
Mirae Asset Nifty IT ETF,152155
Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option,152156
Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option,152157
Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth,152158
Aditya Birla Sun Life Transportation and Logistics Fund-Direct IDCW,152159
Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW,152160
Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth,152161
Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,152162
Bajaj Finserv Banking and PSU Fund- Direct Plan- IDCW,152163
Bajaj Finserv Banking and PSU Fund-  Direct Plan-Monthly- IDCW,152164
Bajaj Finserv Banking and PSU Fund- Regular Plan- Growth,152165
Bajaj Finserv Banking and PSU Fund- Regular Plan- IDCW,152166
Bajaj Finserv Banking and PSU Fund-Regular Plan-Monthly-IDCW,152167
SBI NIFTY 1D Rate Liquid ETF - IDCW,152168
Kotak Consumption Fund - Direct plan - Growth Option,152169
Kotak Consumption Fund - Regular plan - Growth Option,152170
Kotak Consumption Fund - Regular plan - IDCW Option,152171
Kotak Consumption Fund - Direct plan - IDCW Option,152172
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth,152177
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - IDCW,152178
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth,152179
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - IDCW,152180
DSP Gold ETF Fund of Fund - Regular - IDCW,152181
DSP Gold ETF Fund of Fund - Regular - Growth,152182
DSP Gold ETF Fund of Fund - Direct - Growth,152183
DSP Gold ETF Fund of Fund - Direct - IDCW,152184
Samco Dynamic Asset Allocation Fund - Regular Plan - IDCW Option,152185
Samco Dynamic Asset Allocation Fund - Direct Plan - IDCW Option,152186
Samco Dynamic Asset Allocation Fund - Regular Plan - Growth Option,152187
Samco Dynamic Asset Allocation Fund - Direct Plan - Growth Option,152188
quant Momentum Fund - Growth Option - Direct Plan,152189
quant Momentum Fund - Growth Option - Regular Plan,152190
quant Momentum Fund - IDCW Option - Regular Plan,152191
quant Momentum Fund - IDCW Option - Direct Plan,152192
Edelweiss Gold ETF,152193
Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth,152194
Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW,152195
Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth,152196
Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW,152197
Franklin India Money Market Fund Wkly IDCW R,152199
Franklin India Money Market Fund - DP - Wkly IDCW R,152200
Axis India Manufacturing Fund - Direct Plan - Growth,152202
Axis India Manufacturing Fund - Regular Plan - IDCW,152203
Axis India Manufacturing Fund - Direct Plan - IDCW,152204
Axis India Manufacturing Fund - Regular Plan - Growth,152205
DSP Banking & Financial Services Fund - Direct - Growth,152206
DSP Banking & Financial Services Fund - Direct - IDCW,152207
DSP Banking & Financial Services Fund - Regular - Growth,152208
DSP Banking & Financial Services Fund - Regular - IDCW,152209
Edelweiss Silver ETF,152212
Kotak Healthcare Fund - Regular Plan - IDCW Option,152213
Kotak Healthcare Fund - Direct Plan - Growth Option,152214
Kotak Healthcare Fund - Direct Plan - IDCW Option,152215
Kotak Healthcare Fund - Regular Plan - Growth Option,152216
Union Children's Fund - Regular Plan - Growth Option,152217
Union Children's Fund - Regular Plan - IDCW Option,152218
Union Children's Fund - Direct Plan - Growth Option,152219
Union Children's Fund - Direct Plan - IDCW Option,152220
Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth,152225
Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,152226
Baroda BNP Paribas Gold ETF,152231
Motilal Oswal Small Cap Fund - Regular - Growth,152232
Motilal Oswal Small Cap Fund - Regular - IDCW,152234
Motilal Oswal Small Cap Fund - Direct IDCW,152235
Motilal Oswal Small Cap Fund - Direct - Growth,152237
Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - IDCW Option,152238
Axis US Specific Treasury Dynamic Debt Passive FOF - Regular Plan - Growth Option,152239
Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - Growth Option,152240
Axis US Specific Treasury Dynamic Debt Passive FOF - Direct Plan - IDCW Option,152241
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - IDCW,152242
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth,152243
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - IDCW,152244
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth,152245
Groww Banking & Financial Services Fund - Direct Plan - Growth,152254
quant Commodities Fund - Growth Option - Direct Plan,152255
quant Commodities Fund - Growth Option - Regular Plan,152256
quant Commodities Fund - IDCW Option - Direct Plan,152257
quant Commodities Fund - IDCW Option - Regular Plan,152258
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,152263
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth,152264
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - IDCW,152265
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth,152266
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct Growth,152267
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular Growth,152268
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Regular IDCW payout,152269
Aditya Birla Sun Life Crisil IBX Gilt Apr 2033 Index Fund-Direct IDCW Payout,152270
Groww Banking & Financial Services Fund-IDCW,152273
Groww Banking & Financial Services Fund - Regular - Growth,152274
Groww Banking & Financial Services Fund - Regular Plan - IDCW,152276
Tata Gold Exchange Traded Fund,152284
Tata Silver Exchange Traded Fund,152285
Tata Gold ETF Fund of Fund Regular Plan IDCW Payout Option,152286
Tata Gold ETF Fund of Fund Direct Plan Growth Option,152287
Tata Gold ETF Fund of Fund Direct Plan IDCW Payout Option,152288
Tata Gold ETF Fund of Fund Direct Plan IDCW Reinvestment Option,152289
Tata Gold ETF Fund of Fund Regular Plan Growth Option,152290
Tata Gold ETF Fund of Fund Regular Plan IDCW Reinvestment Option,152291
Tata Silver ETF Fund of Fund Regular Plan IDCW Reinvestment Option,152292
Tata Silver ETF Fund of Fund Direct Plan Growth Option,152293
Tata Silver ETF Fund of Fund Direct Plan IDCW Payout Option,152294
Tata Silver ETF Fund of Fund Direct Plan IDCW Reinvestment Option,152295
Tata Silver ETF Fund of Fund Regular Plan IDCW Payout Option,152296
Tata Silver ETF Fund of Fund Regular Plan Growth Option,152297
Quantum Liquid Fund - Unclaimed IDCW Plan Below 3 years,152298
Quantum Liquid Fund - Unclaimed IDCW Plan Above 3 years,152299
Quantum Liquid Fund - Unclaimed Redemption Plan Below 3 years,152300
Quantum Liquid Fund - Unclaimed Redemption Plan Above 3 years,152301
DSP Nifty Healthcare ETF,152306
DSP Multicap Fund - Regular - Growth,152307
DSP Multicap Fund - Regular - IDCW,152308
DSP Multicap Fund - Direct - IDCW,152309
DSP Multicap Fund - Direct - Growth,152310
Sundaram Multi Asset Allocation Fund Regular Plan Growth,152311
Sundaram Multi Asset Allocation Fund Direct Plan IDCW Reinvestment,152312
Sundaram Multi Asset Allocation Fund Regular Plan IDCW Reinvestment,152313
Sundaram Multi Asset Allocation Fund Direct Plan Growth,152314
Sundaram Multi Asset Allocation Fund Regular Plan IDCW Payout,152315
Sundaram Multi Asset Allocation Fund Direct Plan IDCW Payout,152316
WhiteOak Capital Banking & Financial Services Fund - Direct Growth,152321
WhiteOak Capital Banking & Financial Services Fund - Regular Growth,152322
Bandhan Multi Asset Allocation Fund - Direct Plan - IDCW,152323
Bandhan Multi Asset Allocation Fund - Direct Plan - Growth,152324
Bandhan Multi Asset Allocation Fund - Regular Plan - IDCW,152325
Bandhan Multi Asset Allocation Fund - Regular Plan - Growth,152326
Zerodha Nifty 1D Rate Liquid ETF - Growth Option,152327
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - IDCW option,152328
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - Growth option,152329
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - IDCW option,152330
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - Growth option,152331
quant Consumption Fund - Growth Option - Direct Plan,152336
quant Consumption Fund - IDCW Option - Regular Plan,152337
quant Consumption Fund - Growth Option - Regular Plan,152338
quant Consumption Fund - IDCW Option - Direct Plan,152339
Mirae Asset Multi Asset Allocation Fund - Direct Plan - Growth,152344
Mirae Asset Multi Asset Allocation Fund - Direct Plan - IDCW,152345
Mirae Asset Multi Asset Allocation Fund - Regular Plan - IDCW,152346
Mirae Asset Multi Asset Allocation Fund - Regular Plan - Growth,152347
WhiteOak Capital Pharma and Heathcare Fund Regular Plan Growth,152348
WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,152349
HDFC NIFTY PSU BANK ETF,152350
Motilal Oswal Large Cap Direct Plan IDCW,152351
Motilal Oswal Large Cap Regular Plan Growth,152352
Motilal Oswal Large Cap Regular Plan IDCW,152353
Motilal Oswal Large Cap Direct Plan Growth,152354
UTI Nifty IT ETF,152355
Bajaj Finserv Nifty 50 ETF,152356
Bajaj Finserv Nifty Bank ETF,152357
Old Bridge Focused Fund - Direct Growth,152358
Old Bridge Focused Fund - Direct IDCW,152359
Old Bridge Focused Fund - Regular Growth,152361
Old Bridge Focused Fund - Regular IDCW,152363
ICICI Prudential Nifty50 Value 20 Index Fund - IDCW,152364
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth,152365
ICICI Prudential Nifty50 Value 20 Index Fund - Growth,152366
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - IDCW,152367
UTI Nifty 5 yr Benchmark G-Sec ETF,152368
UTI Nifty 10 yr Benchmark G-Sec ETF,152369
SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth,152370
SBI Nifty50 Equal Weight Index Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,152371
SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth,152372
SBI Nifty50 Equal Weight Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,152373
HSBC Multi Asset Allocation Fund - Regular - Growth,152378
HSBC Multi Asset Allocation Fund - Regular - IDCW,152379
HSBC Multi Asset Allocation Fund - Direct - Growth,152380
HSBC Multi Asset Allocation Fund - Direct - IDCW,152381
PGIM India Large and Midcap Fund - Direct Plan - Growth Option,152382
PGIM India Large and Midcap Fund - Regular Plan - Growth Option,152383
PGIM India Large and Midcap Fund - Direct Plan - IDCW option,152384
PGIM India Large and Midcap Fund - Regular Plan - IDCW Option,152385
Nippon India Nifty Bank Index Fund - Direct Plan - IDCW Option,152386
Nippon India Nifty Bank Index Fund - Regular Plan - Growth Option,152387
Nippon India Nifty Bank Index Fund - Regular Plan - IDCW Option,152388
Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option,152389
Nippon India Nifty IT Index Fund - Direct Plan - IDCW Option,152390
Nippon India Nifty IT Index Fund - Regular Plan - Growth Option,152391
Nippon India Nifty IT Index Fund - Direct Plan - Growth Option,152392
Nippon India Nifty IT Index Fund - Regular Plan - IDCW Option,152393
Bank of India Multi Asset Allocation Fund-Regular Plan-IDCW,152395
Bank of India Multi Asset Allocation Fund-Direct Plan-Growth,152396
Bank of India Multi Asset Allocation Fund-Regular Plan-Growth,152398
Bank of India Multi Asset Allocation Fund-Direct Plan-IDCW,152399
LIC MF Nifty Midcap 100 ETF,152404
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW,152405
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth,152406
Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW,152407
Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,152408
Union Business Cycle Fund - Direct Plan - Growth Option,152409
Union Business Cycle Fund - Direct Plan - IDCW Option,152410
Union Business Cycle Fund - Regular Plan - Growth Option,152411
Union Business Cycle Fund - Regular Plan - IDCW Option,152412
quant PSU Fund - Growth Option - Regular Plan,152413
quant PSU Fund - IDCW Option - Regular Plan,152414
quant PSU Fund - Growth Option - Direct Plan,152415
quant PSU Fund - IDCW Option - Direct Plan,152416
SBI Energy Opportunities Fund - Direct Plan - Growth,152417
SBI Energy Opportunities Fund - Regular Plan - Growth,152418
SBI Energy Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,152419
SBI Energy Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,152420
Axis BSE Sensex Index Fund - Regular Plan - Growth,152421
Axis BSE Sensex Index Fund - Direct Plan - Growth,152422
Axis BSE Sensex Index Fund - Regular Plan - IDCW,152423
Axis BSE Sensex Index Fund - Direct Plan - IDCW,152424
HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan,152429
HDFC NIFTY200 Momentum 30 Index Fund - Direct Plan,152430
Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth,152431
Groww Nifty Smallcap 250 Index Fund - Regular Plan - Growth,152433
Groww Nifty Smallcap 250 Index Fund - Regular Plan - Regular Plan - IDCW,152434
Groww Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,152436
Edelweiss Technology Fund - Direct Plan - Growth,152437
Edelweiss Technology Fund - Direct Plan - IDCW,152438
Edelweiss Technology Fund - Regular Plan - Growth,152439
Edelweiss Technology Fund - Regular Plan - IDCW,152440
Mahindra Manulife Multi Asset Allocation Fund- Regular Plan - Growth,152441
Mahindra Manulife Multi Asset Allocation Fund- Direct Plan - Growth,152443
Mahindra Manulife Multi Asset allocation Fund - Regular Plan - IDCW,152444
Mahindra Manulife Multi Asset Allocation Fund - Direct Plan - IDCW,152445
Canara Robeco Manufacturing Fund - Regular Plan - Growth Option,152447
Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option,152448
Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option,152449
Canara Robeco Manufacturing Fund - Direct Plan - Growth Option,152450
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,152455
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - IDCW,152456
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - Growth,152457
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW,152458
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,152459
Kotak Technology Fund - Regular Plan - Growth Option,152460
Kotak Technology Fund - Regular Plan - IDCW Option,152461
Kotak Technology Fund - Direct Plan - Growth Option,152462
Kotak Technology Fund - Direct Plan - IDCW Option,152463
Parag Parikh Dynamic Asset Allocation Fund - Regular Plan Growth,152464
Parag Parikh Dynamic Asset Allocation Fund - Regular Plan - Monthly IDCW Reinvestment,152467
Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,152468
Parag Parikh Dynamic Asset Allocation Fund - Direct Plan - Monthly IDCW Reinvestment,152469
Baroda BNP Paribas Innovation Fund Direct plan - Growth Option,152470
Baroda BNP Paribas Innovation Fund Direct plan - IDCW Option,152471
Baroda BNP Paribas Innovation Fund Regular plan - Growth Option,152472
Baroda BNP Paribas Innovation Fund Regular plan - IDCW Option,152473
Quantum Multi Asset Allocation Fund - Direct Plan Growth Option,152474
Quantum Multi Asset Allocation Fund - Regular Plan Growth Option,152475
Zerodha Gold ETF,152476
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth,152481
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,152482
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW,152483
ICICI Prudential Nifty LargeMidcap 250 Index Fund - IDCW,152484
Kotak Long Duration Fund - Regular Plan - Growth,152489
Kotak Long Duration Fund - Regular Plan - IDCW,152490
Kotak Long Duration Fund - Direct Plan - Growth,152491
Kotak Long Duration Fund - Direct Plan - IDCW,152492
Helios Balanced Advantage Fund- Direct Plan- Growth Option,152509
Helios Balanced Advantage Fund- Regular Plan-IDCW Option,152510
Helios Balanced Advantage Fund- Direct Plan-IDCW Option,152511
Helios Balanced Advantage Fund- Regular Plan- Growth Option,152512
Bandhan Long Duration Fund - Regular Plan - IDCW,152517
Bandhan Long Duration Fund - Regular Plan - Growth,152518
Bandhan Long Duration Fund - Direct Plan - IDCW,152519
Bandhan Long Duration Fund - Direct Plan - Growth,152520
HDFC NIFTY Realty Index Fund - Direct Plan,152521
HDFC NIFTY Reality Index Fund - Regular Plan,152522
DSP US Specific Debt Passive FoF - Regular - Growth,152527
DSP US Specific Debt Passive FoF - Direct - Growth,152528
DSP US Specific Debt Passive FoF - Direct - IDCW,152529
DSP US Specific Debt Passive FoF - Regular - IDCW,152530
Navi NiftyIT Index Fund - Direct Plan- Growth,152535
Navi NiftyIT Index Fund - Regular Plan -Growth,152536
PGIM India Retirement Fund - Direct Plan - Growth Option,152537
PGIM India Retirement Fund - Regular Plan - Growth Option,152538
PGIM India Retirement Fund - Direct Plan - IDCW Payout Option,152539
PGIM India Retirement Fund - Regular Plan - IDCW Payout Option,152540
Motilal Oswal Nifty Realty ETF,152541
Motilal Oswal Nifty Smallcap 250 ETF,152546
DSP BSE Liquid Rate ETF,152555
Tata Nifty Auto Index Fund - Regular Plan - IDCW Reinvestment,152556
Tata Nifty Auto Index Fund - Direct Plan - Growth,152557
Tata Nifty Auto Index Fund - Direct Plan - IDCW Reinvestment,152558
Tata Nifty Auto Index Fund - Direct Plan - IDCW payout,152559
Tata Nifty Auto Index Fund - Regular Plan - Growth,152560
Tata Nifty Auto Index Fund - Regular Plan - IDCW Payout,152561
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Payout,152562
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Reinvestment,152563
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - Growth,152564
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Payout,152565
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Reinvestment,152566
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - Growth,152567
Tata Nifty Realty Index Fund - Regular Plan - IDCW Payout,152568
Tata Nifty Realty Index Fund - Regular Plan - IDCW Reinvestment,152569
Tata Nifty Realty Index Fund - Direct Plan - Growth,152570
Tata Nifty Realty Index Fund - Direct Plan - IDCW Payout,152571
Tata Nifty Realty Index Fund - Direct Plan - IDCW Reinvestment,152572
Tata Nifty Realty Index Fund - Regular Plan - Growth,152573
Tata Nifty Financial Services Index Fund - Regular Plan - Growth,152574
Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Payout,152575
Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Reinvestment,152576
Tata Nifty Financial Services Index Fund - Direct Plan - Growth,152577
Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Reinvestment,152578
Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Payout,152579
Invesco India Money Market Fund - Weekly IDCW (Payout / Reinvestment),152580
Invesco India Money Market Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),152581
TRUSTMF Flexi Cap Fund-Regular Plan- Growth,152582
TRUSTMF Flexi Cap Fund-Regular Plan- IDCW,152583
TRUSTMF Flexi Cap Fund-Direct Plan- Growth,152584
TRUSTMF Flexi Cap Fund-Direct Plan- IDCW,152585
Samco Special Opportunities Fund - Direct Plan - Growth,152586
Samco Special Opportunities Fund - Regular Plan - Growth,152587
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-Growth,152588
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Payout,152589
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-Growth,152590
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-IDCW Payout,152591
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan -IDCW-Reinvestment,152592
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Reinvestment,152593
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Reinvestment,152594
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - Growth,152595
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - Growth,152596
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Payout,152597
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Payout,152598
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Reinvestment,152599
HDFC Manufacturing fund - Growth Option - Direct Plan,152600
HDFC Manufacturing fund - IDCW - Regular Plan,152601
HDFC Manufacturing fund - Growth Option - Regular Plan,152602
HDFC Manufacturing fund - IDCW - Direct Plan,152603
Bandhan Innovation Fund - Direct Plan - IDCW,152604
Bandhan Innovation Fund - Regular Plan - IDCW,152605
Bandhan Innovation Fund - Regular Plan - Growth,152606
Bandhan Innovation Fund - Direct Plan - Growth,152607
JM Small Cap Fund (Regular) - Growth Option,152612
